51	31	32	0	0.016	0.061	0.017	175	208	220
52	32	33	0	0.043	0.165	0.045	175	208	220
53	32	34	0	0.043	0.165	0.045	175	208	220
54	33	35	1	0.002	0.084	0	400	510	600
55	33	36	1	0.002	0.084	0	400	510	600
56	34	35	1	0.002	0.084	0	400	510	600
57	34	36	1	0.002	0.084	0	400	510	600
58	35	38	0	0.005	0.042	0.088	500	600	625
59	36	37	0	0.006	0.048	0.1	500	600	625
60	36	47	0	0.012	0.097	0.203	500	600	625
61	37	47	0	0.011	0.087	0.182	500	600	625
62	38	40	0	0.005	0.059	0.082	350	600	625
63	39	40	0	0.002	0.017	0.036	500	600	625
64	39	45	0	0.006	0.049	0.103	500	600	625
65	39	45	0	0.006	0.049	0.103	500	600	625
66	39	48	0	0.007	0.052	0.109	500	600	625
67	40	41	0	0.003	0.026	0.055	500	600	625
68	40	43	0	0.003	0.023	0.049	500	600	625
69	41	42	0	0.002	0.014	0.03	500	600	625
70	41	46	0	0.014	0.105	0.221	500	600	625
71	42	45	0	0.003	0.026	0.055	500	600	625
72	42	45	0	0.003	0.026	0.055	500	600	625
73	43	44	0	0.005	0.04	0.083	500	600	625
74	43	44	0	0.005	0.04	0.083	500	600	625
75	44	47	0	0.003	0.022	0.046	500	600	625
76	44	47	0	0.003	0.022	0.046	500	600	625
77	45	46	0	0.009	0.068	0.142	500	600	625
78	49	50	0	0.003	0.014	0.461	175	193	200
79	49	51	0	0.055	0.211	0.057	175	208	220
80	49	53	0	0.022	0.085	0.023	175	208	220
81	50	52	0	0.033	0.127	0.034	175	208	220
82	50	54	0	0.05	0.192	0.052	175	208	220
83	51	57	0	0.031	0.119	0.032	175	208	220
84	51	72	1	0.002	0.084	0	400	510	600
85	52	57	0	0.027	0.104	0.028	175	208	220
86	53	58	0	0.023	0.088	0.024	175	208	220
87	54	58	0	0.014	0.061	2.459	175	193	200
88	55	56	0	0.016	0.061	0.017	175	208	220
89	56	57	0	0.043	0.165	0.045	175	208	220
90	56	58	0	0.043	0.165	0.045	175	208	220
91	57	59	1	0.002	0.084	0	400	510	600
92	57	60	1	0.002	0.084	0	400	510	600
93	58	59	1	0.002	0.084	0	400	510	600
94	58	60	1	0.002	0.084	0	400	510	600
95	59	62	0	0.005	0.042	0.088	500	600	625
96	60	61	0	0.006	0.048	0.1	500	600	625
97	60	71	0	0.012	0.097	0.203	500	600	625
98	61	71	0	0.011	0.087	0.182	500	600	625
99	62	64	0	0.005	0.059	0.082	350	600	625
100	63	64	0	0.002	0.017	0.036	500	600	625
101	63	69	0	0.006	0.049	0.103	500	600	625
102	63	69	0	0.006	0.049	0.103	500	600	625
103	63	72	0	0.007	0.052	0.109	500	600	625
104	64	65	0	0.003	0.026	0.055	500	600	625
105	64	67	0	0.003	0.023	0.049	500	600	625
106	65	66	0	0.002	0.014	0.03	500	600	625
107	65	70	0	0.014	0.105	0.221	500	600	625
108	66	69	0	0.003	0.026	0.055	500	600	625
109	66	69	0	0.003	0.026	0.055	500	600	625
110	67	68	0	0.005	0.04	0.083	500	600	625
111	67	68	0	0.005	0.04	0.083	500	600	625
112	68	71	0	0.003	0.022	0.046	500	600	625
113	68	71	0	0.003	0.022	0.046	500	600	625
114	69	70	0	0.009	0.068	0.142	500	600	625
115	73	21	0	0.012	0.097	0.203	500	600	625
116	66	47	0	0.013	0.104	0.218	500	600	625
117	71	73	1	0	0.009	0	722	893	893

